chain,source_kind,source_path,source_row_number,artifact_scope,provenance,child_height,child_block_hash,child_header_hex,child_block_time,child_nbits,btc_height,btc_header_hash,btc_prev_hash,btc_time,btc_bits,btc_nonce,btc_header_hex,coinbase_scriptsig_hex,coinbase_outputs,full_coinbase_hex,classification,validation_status,expected_nbits,rejection_reason,btc_stale_relevance,relevance_reason,rsk_miner,merge_mining_hash,is_uncle,uncle_index,uncle_parent_height,rsk_merkle_proof,rsk_coinbase_tail
devcoin,validated_stales,git/629039bc8023bdaaafd9470e29051f9acc43973c/data/validated-stales/devcoin_validated_stales.csv,49,error-block-observations,retained-validated-stale:git:629039bc8023bdaaafd9470e29051f9acc43973c|body-verdict:invalid-blocks:aadce82e948f63bde0befd14f21a84aa45f45cde,56711,c8491e31f0f5d8561a13bf6c34da551d30281f609ee658ab9e50f0ab2d741fb8,010104007456cd653008b5f3ed9d4e1f467c2dbe24bcbf4d378a070f2782e2112dcc6ddad426990a130fa46bcc22e34bf94a3902462b283ccb8c57bf9157bc34f7ca7fcc15ea47506660011b00000000,1346890261,1b016066,197438,0000000000000307872ec2eb0eae2dca3ed9ce6af9e024412cb3ddfe8afd12a7,000000000000008cb385de6a68aaaaa6c3974b98cf8f544b8cce0db1855256c4,1346891243,1a06dfbe,102226611,02000000c4565285b10dce8c4b548fcf984b97c3a6aaaa686ade85b38c000000000000008cd835ddcd03bbd91c9c7d15b9d288b8cefb46c468b5d5594497d1715a737f77ebed4750bedf061ab3da1706,033e03030f00456c6967697573005047ec540fc0fabe6d6d8b42ab39f683f027da81c497c9c38f29dd341a00df5e553f995fd846c3cd0a9a0800000000000000002f503253482f00,1FiPR4mrXRHaioi2cV8J5VEnrvEha3enHL:67124441;1GWFU6g8HdZuV5ZMEqYTj68qq7e55Ut3s8:117228429;1GQtmhUHKiQj2sEoBefdNkocHPxCw1j4QL:68234727;1CuY5xgKfBxP9R69YqkTMWpoizxqEMdjra:67369134;1LVyxWEs4v4PrZUKX3F77FXCjyHv64R965:67864820;1Pb1SsiyTbW6k6hwGPeUD4NxL57MV3WjCX:98256478;1Hr3B7SqKTPbYUWa1wYWG2PKpWn4TMZwKm:122964966;13epZiTR5qbWnLYG64HBVyEHof2yXhx14g:67588463;18bD6WDEHz22hvvRdUMmd58y3pbyRYqsQ5:67695303;19366BehDByAfChYJj5A823huotFQmxK9M:96033456;1A5pUsrpVKBUwE9J3gjkMtfz2NquDWxs1L:96442972;1DhRhhWcLRFvWWc679CYbX9Y1pieFA1KL8:70857394;138TKT6PXNbYxntww5Vq5EPL3kQma1hGN6:71679553;171hvcaAq85nMPyjhnsKaHTcqL5gxdaCV:127929097;1LeaepjzFzf7SMbiqczVq8sktDpnEAijjw:67705591;14sC8BquZqiQhazeZLGWoxWZgWx4XLCkuq:73376971;1E7jKKmyqtyrZkRnDDCZdXMmsyBCcfoCjM:132926849;1CH6MnWRU2pN2BYMMydZYaySNcsegRuazF:104254303;15ZwM7gSDn3qCC91BzWPJi6osVkFQ5Rn5o:68034511;1KD7aFWtmQLAQrR6RGXTAfXSP6uhaFC5wz:1309441991;1HniuRYyCcyYyuPtSogVNAwbA2kd5P8Bn9:68754313;176nDPqDjvuyCszTthsdmaC2goSjMrgzGy:93762004;1KckQ2bx1k5qDPq79mGerrVujfg7xyPnhr:67303261;1LxBsKpM3oeTRCERT3GJ8xNefa6sjuoi9L:67628131;12jaoSx9E4grbSZcXS7NJ44syvCCVG7BBR:111055372;1F9z5JdAsFcJwrjw5mDttJTx7u3GHxYu6:68658938;16PPaRNuBTNcy2FVKxsw6QGPomQjpqbjQ7:119753264;1BruuroZdNZhoFXqkXgTEfGonLN1Ga6eQk:133159300;12cSzikMjytjG7BNU9Zn7wQ4cue2jYEFEw:136292116;13nR5PpuAwjMKVGnFr1Rs42bttETCWoeCd:114530563;1KbBwH9naZtdnwjjHBxGXsu2Lnbbq63BDp:67658952;1NHL4VQdvTBrzbmbjSMMNzNFsbWBvVLQj1:144351628;1AR2eheP4nckS3tuzZHG6ARYndeddxmeDg:134203403;1C4N65sVTxE5grF4qTyt5g85gmmG8ZkQvE:67226435;178BSDWmZCK74b717mcU1NeAQR5pw7brKj:108345002;1NMT2f6zEp1geJTCCRfYmj9szep17nx3DZ:109366210;15EGQermwrDiC1qHGJErevXAnpq5ktMFBC:112999797;155P5wgg3MPCzPJTzsFwF7fxaJ3bbGP1eL:103848775;186HmJ6j7eruvkK87ZZv2neh1VgqaFkWta:68975531;1JVcHrzKDA4jTpAqwgft3ofp1wTL7NWbbf:70007227;1CAPNiZV1asWyUc6gGqGLEWJaLTbKJFZT6:70110328;18d3HV2bm94UyY4a9DrPfoZ17sXuiDQq2B:1,01000000010000000000000000000000000000000000000000000000000000000000000000ffffffff48033e03030f00456c6967697573005047ec540fc0fabe6d6d8b42ab39f683f027da81c497c9c38f29dd341a00df5e553f995fd846c3cd0a9a0800000000000000002f503253482f00ffffffff2ad93c0004000000001976a914a16586c46ed9d5e3f168681eab18ec6dd244360188ac8dc3fc06000000001976a914aa1206b9214392ed36451c60307f48fb701142de88ace72d1104000000001976a914a90eab7ab3aefdde6222374236602123d77825df88acaef80304000000001976a9148298f6678564ef74396f99fe88cc24dd1aa6eada88acf4880b04000000001976a914d5e59504c5a9ffa79f5f3f9058e8616dc54aa1ef88ac5e46db05000000001976a914f7c1484772accf47591e4d27ad3000416da43a8188ace64b5407000000001976a914b8c835af5f431a5b29f02f27f34617fab43f869d88ac6f510704000000001976a9141d1758bc27b9b967d2f1cf93b068bac09307ad8a88acc7f20804000000001976a91453411e971ba3280e477cfead1b55b1418a34d5c488acb05ab905000000001976a9145826162aa52262d47defad97d3852d3d95f4ad0d88ac5c9abf05000000001976a91463a26e44f93b6431da76fd1c0679223b7bb6397188acb2323904000000001976a9148b46c48f90030a69398ad37cb59f2c0411736bf388ac41be4504000000001976a914175921ee734bff7ac37880ac5a3b90b77401e1dd88ac090ba007000000001976a914012315b37805eeec1a54ef3b5b774d96d1c9a9b088acf71a0904000000001976a914d785df31eaf070be3482390a3a2a0fac95768f7188accba45f04000000001976a9142a6676123b99c020e4e7ac1b5085989948a3a27b88ac814dec07000000001976a9148fdf745b2aca7f918bf2a4f54526653e3466e54388ac5fcb3606000000001976a9147bb4830e7efd707e59b18adfe14e9ae55342e1b288accf1f0e04000000001976a914321b2e2b405f1c3e72051c0f51716baf8b30362388acc77f0c4e000000001976a914c7bcbe24b5bae87fc57b05ba65ecf5e590c0be4988ac891b1904000000001976a914b827b5dc564e2c69249ee865b11a961ac0221c3488acd4b19605000000001976a91442e893b5df9e35e1f4bc91617cc8e78b5f80b1cf88ac5df70204000000001976a914cc350c7d327d5f338da3dab9729c5b25c2711aaa88ac63ec0704000000001976a914dada56f3d1eacb8ef36d00d4eb5bd06449759ac988ac0c929e06000000001976a9141305cfca4cff38ed9e061c25290c75caffa272a588acfaa61704000000001976a91402ad52ada85e0bb2c0e3e0e29ae74261cc1ad4ea88ac304a2307000000001976a9143b14a03138df5024fbc036639c61ed75db34eba688ac84d9ef07000000001976a9147721cee25ba0c9f1376a423fea823eb3923c778b88ac14a71f08000000001976a91411ac6255b7d51df0d707df0546e6274ebc1e55d288ac0399d306000000001976a9141e871138c9fb861f832b0be41a4e402233d81c1e88acc8640804000000001976a914cbe9891c15da95cdd51ec07b2d1c1be755590fd088ac8ca19a08000000001976a914e971351d1df56266005b1a79cb1b91282fd213ae88ac0bc8ff07000000001976a91467447e1463b24f69037b7ecd9eee2458307a97d488ac43cb0104000000001976a914794c3c0e647018218dc5094dfbe9e1196796cb6788acaa367506000000001976a914432c607e716ce918f4025ecd34e22149a52d66ac88acc2cb8406000000001976a914ea38b031204ef6e9adaf605d77c001a0ba408ac688ac753dbc06000000001976a9142e62c5bdc366b30e74896527d772846fed7f463b88ac479b3006000000001976a9142cb49a50debfbd2a567c5aa34392a57f7d8f0ab588acab7b1c04000000001976a9144dc8f434c847f778e66f1368fb5a3c6bd3ef7acf88acbb392c04000000001976a914bfe33e9547aaf0eef76b5b4fe84aa7937284252388ac78cc2d04000000001976a9147a6fcdf41557d5348d277cc1d305dcb990ea7b6688ac01000000000000001976a9145399c3093d31e4b0af4be1215d59b857b861ad5d88ac00000000,error_block,VALID_ERROR_BLOCK,1a06dfbe,bad-cb-amount,,,,,,,,,
elastos,validated_stales,git/629039bc8023bdaaafd9470e29051f9acc43973c/data/validated-stales/elastos_validated_stales.csv,12,error-block-observations,retained-validated-stale:git:629039bc8023bdaaafd9470e29051f9acc43973c|body-verdict:invalid-blocks:aadce82e948f63bde0befd14f21a84aa45f45cde,419444,689ae2b1868acb6dd849ad8e9e3a95f08bbe7a82c78136d6bd1c305ee320f71e,,1562769172,,584802,0000000000000000000b47042b90c6a893e6e5cdef70c92beefb88f4c5fa5a69,0000000000000000001b253b1fac766189e15d7f7078191002e5427ac7b8f9f1,1562769325,171f0d9b,1839588352,00004020f1f9b8c77a42e502101978707f5de1896176ac1f3b251b0000000000000000007f5a9b94bc04c945693178e32eeae20f5066d7cde08c72001bdd5842da314a7aadf7255d9b0d1f1700e4a56d,0362ec081c4d696e656420627920416e74506f6f6c313132ee003300200f0c9c50fabe6d6dc0ba0d6922d0606afa6321ef35c91f070cb29a0425d4ffef18f70658908db8b6040000000000000033060000b43f0000,1Nh7uHdvY6fNwtQtM1G5EZAFPLC33B59rB:1326546691;6a24aa21a9ede2f61c3f71d1defd3fa999dfa36953755c690689799962b48bebd836974e8cf9:0,010000000001010000000000000000000000000000000000000000000000000000000000000000ffffffff550362ec081c4d696e656420627920416e74506f6f6c313132ee003300200f0c9c50fabe6d6dc0ba0d6922d0606afa6321ef35c91f070cb29a0425d4ffef18f70658908db8b6040000000000000033060000b43f0000ffffffff02037f114f000000001976a914edf10a7fac6b32e24daa5305c723f3de58db1bc888ac0000000000000000266a24aa21a9ede2f61c3f71d1defd3fa999dfa36953755c690689799962b48bebd836974e8cf90120000000000000000000000000000000000000000000000000000000000000000000000000,error_block,VALID_ERROR_BLOCK,171f0d9b,bad-cb-amount,,,,,,,,,
elastos,validated_stales,git/ca144a197e23b6fbb5c40bf6bf439f3c53914338/data/validated-stales/elastos_validated_stales.csv,127,error-block-observations,retained-validated-stale:git:ca144a197e23b6fbb5c40bf6bf439f3c53914338|body-verdict:invalid-blocks:4d7063b3c8ddf7ab0dcc7deaa18f61d35952ba25,1395837,8cd9d8f5cbf732fd3ba33d5790c55f61cc687a9311aba75c2b354c9b914a37be,,1680334370,,783426,00000000000000000002ec935e245f8ae70fc68cc828f05bf4cfa002668599e4,00000000000000000001244128897a9f32c24ca0e7ee578063f8580deed9ccb7,1680334371,1706023e,1078359670,0000692bb7ccd9ee0d58f8638057eee7a04cc2329f7a89284124010000000000000000004865405dc5ca751cc6ef35ab36264563f64a3061668a0f9a671aefa05012cac223de27643e02061776764640,0342f40b2cfabe6d6d76eebeccd7ca22e72d1f7c18b9a3ae8c3f93c04072e77b94dfcf0f0dd560be4410000000f09f909f092f4632506f6f6c2f66000000000000000000000000000000000000000000000000000000000000000000000005007c000000,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY:650925715;6a24aa21a9edf8b71f0213d7b0bc1cefcfe26f15f0faeb470790cdf2fa733e372e2ac86dbd9b:0;6a2d434f524501bc0fbef688bca8f9ec86c688cdfbe6e0fe6086e9bdb2a04b4ccf74792cc6753c27c5fd5f1d6458bf:0;6a2448617468541f47c104f1690e5ff047144796590532263943499eb325769b2b4abe54e4a2:0;6a4c2952534b424c4f434b3a8faeec671a86c6204caaab8ee63d185f62fa271a6ca971fd84e9851e004f05e5:0,010000000001010000000000000000000000000000000000000000000000000000000000000000ffffffff640342f40b2cfabe6d6d76eebeccd7ca22e72d1f7c18b9a3ae8c3f93c04072e77b94dfcf0f0dd560be4410000000f09f909f092f4632506f6f6c2f66000000000000000000000000000000000000000000000000000000000000000000000005007c00000000000000059356cc26000000001976a914c825a1ecf2a6830c4401620c3a16f1995057c2ab88ac0000000000000000266a24aa21a9edf8b71f0213d7b0bc1cefcfe26f15f0faeb470790cdf2fa733e372e2ac86dbd9b00000000000000002f6a2d434f524501bc0fbef688bca8f9ec86c688cdfbe6e0fe6086e9bdb2a04b4ccf74792cc6753c27c5fd5f1d6458bf0000000000000000266a2448617468541f47c104f1690e5ff047144796590532263943499eb325769b2b4abe54e4a200000000000000002c6a4c2952534b424c4f434b3a8faeec671a86c6204caaab8ee63d185f62fa271a6ca971fd84e9851e004f05e5012000000000000000000000000000000000000000000000000000000000000000008de3903e,error_block,VALID_ERROR_BLOCK,1706023e,bad-blk-sigops,,,,,,,,,
elastos,validated_stales,git/ca144a197e23b6fbb5c40bf6bf439f3c53914338/data/validated-stales/elastos_validated_stales.csv,128,error-block-observations,retained-validated-stale:git:ca144a197e23b6fbb5c40bf6bf439f3c53914338|body-verdict:invalid-blocks:4d7063b3c8ddf7ab0dcc7deaa18f61d35952ba25,1399199,e9e7b9d39616941cdbd5670d230d4acc88ae4ead7a5955baac401b51e2bc0b30,,1680742605,,784121,000000000000000000046a2698233ed93bb5e74ba7d2146a68ddb0c2504c980d,00000000000000000004ef043082d84196e3845c9628ee20764c591c1fb29d6c,1680742608,1706023e,1525312513,000031206c9db21f1c594c7620ee28965c84e39641d8823004ef040000000000000000005a5bff1e6abffdebee80864effcd0f3d9c57756095f3238a2cb888ab162ff93bd0182e643e020617016cea5a,03f9f60b2cfabe6d6df25b386d041b6a6ecf202e73afd2bf8d3422cb2f6e9c9975fdc4c37a958136fd10000000f09f909f092f4632506f6f6c2f730000000000000000000000000000000000000000000000000000000000000000000000050045010000,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY:646874095;6a24aa21a9edbebc40eeb50e8f0e52b52b75637d5cf385e6f3256a34dd7c0c06e029eb6e2c69:0;6a2448617468dd0dfd6b0c80121aa2dd8db68a4cea65fbe51cc5b0cf86da6a1ea2e64440f358:0;6a4c2952534b424c4f434b3ab81fe2b7fb503bd5c83f28f7d644cf7bb325600f5d3cdea029101027004f3879:0,010000000001010000000000000000000000000000000000000000000000000000000000000000ffffffff6403f9f60b2cfabe6d6df25b386d041b6a6ecf202e73afd2bf8d3422cb2f6e9c9975fdc4c37a958136fd10000000f09f909f092f4632506f6f6c2f7300000000000000000000000000000000000000000000000000000000000000000000000500450100000000000004ef838e26000000001976a914c825a1ecf2a6830c4401620c3a16f1995057c2ab88ac0000000000000000266a24aa21a9edbebc40eeb50e8f0e52b52b75637d5cf385e6f3256a34dd7c0c06e029eb6e2c690000000000000000266a2448617468dd0dfd6b0c80121aa2dd8db68a4cea65fbe51cc5b0cf86da6a1ea2e64440f35800000000000000002c6a4c2952534b424c4f434b3ab81fe2b7fb503bd5c83f28f7d644cf7bb325600f5d3cdea029101027004f3879012000000000000000000000000000000000000000000000000000000000000000009428ff3e,error_block,VALID_ERROR_BLOCK,1706023e,bad-blk-sigops,,,,,,,,,
ixcoin,validated_stales,git/629039bc8023bdaaafd9470e29051f9acc43973c/data/validated-stales/ixcoin_validated_stales.csv,50,error-block-observations,retained-validated-stale:git:629039bc8023bdaaafd9470e29051f9acc43973c|body-verdict:invalid-blocks:aadce82e948f63bde0befd14f21a84aa45f45cde,91289,d3175cfe2aa2009c3f817691f16ea646525d4a7f99f3ec480205bb061f2de377,01010300f1d378600b2cb98d501284c612959bf27ad43c76e5a7bc7529b90a0b14ef67655e1be54a9991765be2334127f6436686a74487e5442236cdf8b59a3e05a6354806ea4750946f011b00000000,1346890246,1b016f94,197438,0000000000000307872ec2eb0eae2dca3ed9ce6af9e024412cb3ddfe8afd12a7,000000000000008cb385de6a68aaaaa6c3974b98cf8f544b8cce0db1855256c4,1346891243,1a06dfbe,102226611,02000000c4565285b10dce8c4b548fcf984b97c3a6aaaa686ade85b38c000000000000008cd835ddcd03bbd91c9c7d15b9d288b8cefb46c468b5d5594497d1715a737f77ebed4750bedf061ab3da1706,033e03030f00456c6967697573005047ec540fc0fabe6d6d8b42ab39f683f027da81c497c9c38f29dd341a00df5e553f995fd846c3cd0a9a0800000000000000002f503253482f00,1FiPR4mrXRHaioi2cV8J5VEnrvEha3enHL:67124441;1GWFU6g8HdZuV5ZMEqYTj68qq7e55Ut3s8:117228429;1GQtmhUHKiQj2sEoBefdNkocHPxCw1j4QL:68234727;1CuY5xgKfBxP9R69YqkTMWpoizxqEMdjra:67369134;1LVyxWEs4v4PrZUKX3F77FXCjyHv64R965:67864820;1Pb1SsiyTbW6k6hwGPeUD4NxL57MV3WjCX:98256478;1Hr3B7SqKTPbYUWa1wYWG2PKpWn4TMZwKm:122964966;13epZiTR5qbWnLYG64HBVyEHof2yXhx14g:67588463;18bD6WDEHz22hvvRdUMmd58y3pbyRYqsQ5:67695303;19366BehDByAfChYJj5A823huotFQmxK9M:96033456;1A5pUsrpVKBUwE9J3gjkMtfz2NquDWxs1L:96442972;1DhRhhWcLRFvWWc679CYbX9Y1pieFA1KL8:70857394;138TKT6PXNbYxntww5Vq5EPL3kQma1hGN6:71679553;171hvcaAq85nMPyjhnsKaHTcqL5gxdaCV:127929097;1LeaepjzFzf7SMbiqczVq8sktDpnEAijjw:67705591;14sC8BquZqiQhazeZLGWoxWZgWx4XLCkuq:73376971;1E7jKKmyqtyrZkRnDDCZdXMmsyBCcfoCjM:132926849;1CH6MnWRU2pN2BYMMydZYaySNcsegRuazF:104254303;15ZwM7gSDn3qCC91BzWPJi6osVkFQ5Rn5o:68034511;1KD7aFWtmQLAQrR6RGXTAfXSP6uhaFC5wz:1309441991;1HniuRYyCcyYyuPtSogVNAwbA2kd5P8Bn9:68754313;176nDPqDjvuyCszTthsdmaC2goSjMrgzGy:93762004;1KckQ2bx1k5qDPq79mGerrVujfg7xyPnhr:67303261;1LxBsKpM3oeTRCERT3GJ8xNefa6sjuoi9L:67628131;12jaoSx9E4grbSZcXS7NJ44syvCCVG7BBR:111055372;1F9z5JdAsFcJwrjw5mDttJTx7u3GHxYu6:68658938;16PPaRNuBTNcy2FVKxsw6QGPomQjpqbjQ7:119753264;1BruuroZdNZhoFXqkXgTEfGonLN1Ga6eQk:133159300;12cSzikMjytjG7BNU9Zn7wQ4cue2jYEFEw:136292116;13nR5PpuAwjMKVGnFr1Rs42bttETCWoeCd:114530563;1KbBwH9naZtdnwjjHBxGXsu2Lnbbq63BDp:67658952;1NHL4VQdvTBrzbmbjSMMNzNFsbWBvVLQj1:144351628;1AR2eheP4nckS3tuzZHG6ARYndeddxmeDg:134203403;1C4N65sVTxE5grF4qTyt5g85gmmG8ZkQvE:67226435;178BSDWmZCK74b717mcU1NeAQR5pw7brKj:108345002;1NMT2f6zEp1geJTCCRfYmj9szep17nx3DZ:109366210;15EGQermwrDiC1qHGJErevXAnpq5ktMFBC:112999797;155P5wgg3MPCzPJTzsFwF7fxaJ3bbGP1eL:103848775;186HmJ6j7eruvkK87ZZv2neh1VgqaFkWta:68975531;1JVcHrzKDA4jTpAqwgft3ofp1wTL7NWbbf:70007227;1CAPNiZV1asWyUc6gGqGLEWJaLTbKJFZT6:70110328;18d3HV2bm94UyY4a9DrPfoZ17sXuiDQq2B:1,01000000010000000000000000000000000000000000000000000000000000000000000000ffffffff48033e03030f00456c6967697573005047ec540fc0fabe6d6d8b42ab39f683f027da81c497c9c38f29dd341a00df5e553f995fd846c3cd0a9a0800000000000000002f503253482f00ffffffff2ad93c0004000000001976a914a16586c46ed9d5e3f168681eab18ec6dd244360188ac8dc3fc06000000001976a914aa1206b9214392ed36451c60307f48fb701142de88ace72d1104000000001976a914a90eab7ab3aefdde6222374236602123d77825df88acaef80304000000001976a9148298f6678564ef74396f99fe88cc24dd1aa6eada88acf4880b04000000001976a914d5e59504c5a9ffa79f5f3f9058e8616dc54aa1ef88ac5e46db05000000001976a914f7c1484772accf47591e4d27ad3000416da43a8188ace64b5407000000001976a914b8c835af5f431a5b29f02f27f34617fab43f869d88ac6f510704000000001976a9141d1758bc27b9b967d2f1cf93b068bac09307ad8a88acc7f20804000000001976a91453411e971ba3280e477cfead1b55b1418a34d5c488acb05ab905000000001976a9145826162aa52262d47defad97d3852d3d95f4ad0d88ac5c9abf05000000001976a91463a26e44f93b6431da76fd1c0679223b7bb6397188acb2323904000000001976a9148b46c48f90030a69398ad37cb59f2c0411736bf388ac41be4504000000001976a914175921ee734bff7ac37880ac5a3b90b77401e1dd88ac090ba007000000001976a914012315b37805eeec1a54ef3b5b774d96d1c9a9b088acf71a0904000000001976a914d785df31eaf070be3482390a3a2a0fac95768f7188accba45f04000000001976a9142a6676123b99c020e4e7ac1b5085989948a3a27b88ac814dec07000000001976a9148fdf745b2aca7f918bf2a4f54526653e3466e54388ac5fcb3606000000001976a9147bb4830e7efd707e59b18adfe14e9ae55342e1b288accf1f0e04000000001976a914321b2e2b405f1c3e72051c0f51716baf8b30362388acc77f0c4e000000001976a914c7bcbe24b5bae87fc57b05ba65ecf5e590c0be4988ac891b1904000000001976a914b827b5dc564e2c69249ee865b11a961ac0221c3488acd4b19605000000001976a91442e893b5df9e35e1f4bc91617cc8e78b5f80b1cf88ac5df70204000000001976a914cc350c7d327d5f338da3dab9729c5b25c2711aaa88ac63ec0704000000001976a914dada56f3d1eacb8ef36d00d4eb5bd06449759ac988ac0c929e06000000001976a9141305cfca4cff38ed9e061c25290c75caffa272a588acfaa61704000000001976a91402ad52ada85e0bb2c0e3e0e29ae74261cc1ad4ea88ac304a2307000000001976a9143b14a03138df5024fbc036639c61ed75db34eba688ac84d9ef07000000001976a9147721cee25ba0c9f1376a423fea823eb3923c778b88ac14a71f08000000001976a91411ac6255b7d51df0d707df0546e6274ebc1e55d288ac0399d306000000001976a9141e871138c9fb861f832b0be41a4e402233d81c1e88acc8640804000000001976a914cbe9891c15da95cdd51ec07b2d1c1be755590fd088ac8ca19a08000000001976a914e971351d1df56266005b1a79cb1b91282fd213ae88ac0bc8ff07000000001976a91467447e1463b24f69037b7ecd9eee2458307a97d488ac43cb0104000000001976a914794c3c0e647018218dc5094dfbe9e1196796cb6788acaa367506000000001976a914432c607e716ce918f4025ecd34e22149a52d66ac88acc2cb8406000000001976a914ea38b031204ef6e9adaf605d77c001a0ba408ac688ac753dbc06000000001976a9142e62c5bdc366b30e74896527d772846fed7f463b88ac479b3006000000001976a9142cb49a50debfbd2a567c5aa34392a57f7d8f0ab588acab7b1c04000000001976a9144dc8f434c847f778e66f1368fb5a3c6bd3ef7acf88acbb392c04000000001976a914bfe33e9547aaf0eef76b5b4fe84aa7937284252388ac78cc2d04000000001976a9147a6fcdf41557d5348d277cc1d305dcb990ea7b6688ac01000000000000001976a9145399c3093d31e4b0af4be1215d59b857b861ad5d88ac00000000,error_block,VALID_ERROR_BLOCK,1a06dfbe,bad-cb-amount,,,,,,,,,
namecoin,validated_stales,git/629039bc8023bdaaafd9470e29051f9acc43973c/data/validated-stales/namecoin_validated_stales.csv,156,error-block-observations,retained-validated-stale:git:629039bc8023bdaaafd9470e29051f9acc43973c|body-verdict:invalid-blocks:aadce82e948f63bde0befd14f21a84aa45f45cde,49691,baf23a3aef2a9cb79bc89e6b14791dec83839962fbc04d54a48f5bff639d7879,,1333312853,,173928,000000000000023df73ac98923e2de321db3e3396102ad5dcfe3b25f01a81f64,00000000000006a156bd20e7a35f06d1f64704798c5888232d0a39fb6a509c7c,1333312821,1a0a507e,6108810,010000007c9c506afb390a2d2388588c790447f6d1065fa3e720bd56a106000000000000ed2ee7a93da92de85c3c433dce5be44ef368a7eaa2075adba237e7437226a44f35bd784f7e500a1a8a365d00,1265636f406f7a636f2e696e202f503253482f0435bd784f0288142cfabe6d6d79789d63ff5b8fa4544dc0fb62998383ec1d79146b9ec89bb79c2aef3a3af2ba0100000000000000,1811f7UUQAkAejj11dU5cVtKUSTfoSVzdm:5005220000,01000000010000000000000000000000000000000000000000000000000000000000000000ffffffff481265636f406f7a636f2e696e202f503253482f0435bd784f0288142cfabe6d6d79789d63ff5b8fa4544dc0fb62998383ec1d79146b9ec89bb79c2aef3a3af2ba0100000000000000ffffffff01a098552a010000001976a9144cc96dd327f28d2a8787abf23498a7878037e1a388ac00000000,error_block,VALID_ERROR_BLOCK,1a0a507e,block-script-verify-flag-failed,,,,,,,,,
namecoin,validated_stales,git/629039bc8023bdaaafd9470e29051f9acc43973c/data/validated-stales/namecoin_validated_stales.csv,157,error-block-observations,retained-validated-stale:git:629039bc8023bdaaafd9470e29051f9acc43973c|body-verdict:invalid-blocks:aadce82e948f63bde0befd14f21a84aa45f45cde,49718,da279e18935b542ed26cdc8fd50226cbc7269a0b6f7969c49248e6e64bfa1040,,1333332848,,173957,00000000000001bd778cffee5b5bae4c7b8d56a9aca955a04c60856b31b11155,00000000000006a9a91268aba6a228e74904fe5dc8c76cb8f74c10d3abd38dda,1333333392,1a0a507e,1209529857,01000000da8dd3abd3104cf7b86cc7c85dfe0449e728a2a6ab6812a9a9060000000000002fc67cab928ab7767a7f19d10d33a96057031f562049d94c98c510a46db36ab0900d794f7e500a1a01f61748,1265636f406f7a636f2e696e202f503253482f04900d794f02e2012cfabe6d6d4010fa4be6e64892c469796f0b9a26c7cb2602d58fdc6cd22e545b93189e27da0100000000000000,1811f7UUQAkAejj11dU5cVtKUSTfoSVzdm:5004400615,01000000010000000000000000000000000000000000000000000000000000000000000000ffffffff481265636f406f7a636f2e696e202f503253482f04900d794f02e2012cfabe6d6d4010fa4be6e64892c469796f0b9a26c7cb2602d58fdc6cd22e545b93189e27da0100000000000000ffffffff01e717492a010000001976a9144cc96dd327f28d2a8787abf23498a7878037e1a388ac00000000,error_block,VALID_ERROR_BLOCK,1a0a507e,block-script-verify-flag-failed,,,,,,,,,
namecoin,validated_stales,git/629039bc8023bdaaafd9470e29051f9acc43973c/data/validated-stales/namecoin_validated_stales.csv,158,error-block-observations,retained-validated-stale:git:629039bc8023bdaaafd9470e29051f9acc43973c|body-verdict:invalid-blocks:aadce82e948f63bde0befd14f21a84aa45f45cde,49773,6706b4b1576882b07b991f73b51f1b25bac8e35d2f83be45bce4f94220f6f5fa,,1333364075,,173998,00000000000003bf4a1e491c802eeec3f1fbf3c2c7299e7935c2b0f33b189651,00000000000006ce090b299a269fc496a70a86a9266bb83d6a2a01eb38fb2f5e,1333364167,1a0a507e,1205788990,010000005e2ffb38eb012a6a3db86b26a9860aa796c49f269a290b09ce06000000000000437b7ec39f4bc8d2de5046215007a7cd8643d76f7f5c5cda8ba4ca7886ededf5c785794f7e500a1a3ee1de47,70736a047e500a1a048e073a00522cfabe6d6dfaf5f62042f9e4bc45be832f5de3c8ba251b1fb5731f997bb0826857b1b4066701000000000000006e6d636269742e636f6dac1eeeed88,1Me8rVWwHH8eFWCPqwM43N1MkPtR6Lar7d:5000500000,01000000010000000000000000000000000000000000000000000000000000000000000000ffffffff4a70736a047e500a1a048e073a00522cfabe6d6dfaf5f62042f9e4bc45be832f5de3c8ba251b1fb5731f997bb0826857b1b4066701000000000000006e6d636269742e636f6dac1eeeed88ffffffff0120930d2a010000001976a914e268763d1f7fc8ea67d03b06b315ba1601024fc988ac00000000,error_block,VALID_ERROR_BLOCK,1a0a507e,block-script-verify-flag-failed,,,,,,,,,
