chain,source_kind,source_path,source_row_number,artifact_scope,provenance,child_height,child_block_hash,child_header_hex,child_block_time,child_nbits,btc_height,btc_header_hash,btc_prev_hash,btc_time,btc_bits,btc_nonce,btc_header_hex,coinbase_scriptsig_hex,coinbase_outputs,full_coinbase_hex,classification,validation_status,expected_nbits,rejection_reason,btc_stale_relevance,relevance_reason
rod,canonical_blocks,<chain-archive>/rod/comprehensive-run-v2/extraction/chunks/0002697728-0002697983.jsonl,26,canonical_blocks,rod-core-rpc:active-chain@248f1af050579a369af527288f5773a021ae8492;terminal:4127689:4a16afd2df5efd2ae7db5e07ba83820bf3174914efe2754da618a150c3df6b0a;powdata-envelope:f85552ad15221899c8a666ac0fd4047435044e2969a6b02a03e5c7361821b50d;audit:a0a6957e53b5d1dee6a0e54cc444467b13278b4f63b14a988b89101c6d605030;candidate-review:14f7c0b1ed9d57271499fb6ecfa34abab04cf884eedfd39a7e1262dafb23ad1c,2697753,1be2ba207535962551b3b34b8cbf8efca577c9a42690cf67a89309b7a9fd0747,00000020a05f506fdfa17d773250c20cd8ea755b1f5d7dc310940e960ea7ecd98a02a032b57e246233e37c733da434150628640b75601e60ff72af7c829f756eaf121de8258dca670000000000000000,1741327653,19077766,886688,00000000000000000001822dc3db70b75d281687f8baa10d1818d0703f49fec0,00000000000000000000ab2fd9208a0567872710a717e403a24dc5113723406c,1741327702,17028bb1,1503740410,00e0ff3f6c40233711c54da203e417a710278767058a20d92fab000000000000000000008129ad4814a3f62099859b039b8eda140eeb7ba3a8c93d4c6c8bc97e106bd1b0568dca67b18b0217fa41a159,03a0870d2cfabe6d6dce7eac941593c9688254aebb32a2bab20523348a4af235ad31e270b3762617c420000000000000007032702d7370622e78797a,6a24aa21a9eda4848cbf87bb06384b5d24c37d4d6935921dd2c2e6f445223652f72ce3f7b104:0;bc1ql4993y8u6xftnpga74qep9z060kc32r55qlc0k:1385;bc1qlf9lv8f3qqwcyn4sqdplczar6els9f2vgaceuy:88298;bc1qfya5vdq9tm333emu4k8ysswfh84kev4zg9amj3:116736;15zeAw8yonLeZNt7EiVp9EjVG2vu77vbPT:163310;17Vq6qwfE1epzsgEfSw81pQX3gXo9ZN4ET:357146;bc1qedvptn62sq0n509mkq0tvqz4qjptsryu6jrgdr:777476;bc1q9k9p0u4vedvan6upjtsdpjwfyvdlz5jeuxspa6:997645;1AS3Q7WGa63gDuMSxabfBBQjQy5jGou1zt:1515649;17s3m3znQJNH18DLYfEdwJ3WFEAi4LW3m8:2329977;14WJQPatsQpwrCMGKFvw7RrH8H1Jpb7hrf:2386652;18wNpUtuhvjTforpGfsBqRGm1EsDtL66MD:2721476;bc1qkgefcnjp3tgxjtwc3rmr8dnn5wg2n8efhcpaqh:3782017;bc1q2lkh8aptgecadal9e35sctnlmhpxdkr2qna0h2:3941856;bc1qa8cmtewajap4td6umn5ug3rv9sqdvqnhsqd2uu:4138867;bc1qq6xvhzycr9pa0uw440jcnd6z2h77allezazm3t:5117467;38Pcm9vhqFwJhQCcxr1cdn3wfrARxQhZXJ:5617199;bc1qcthzsqmk5t5x786mhu0kk9kas8kvvxya59wdt0:6172947;bc1qzjdc7jd0z5x4s8eusqd7qy4a8pjs3cezykza2h:6584574;bc1qsk4x5vr6chr86enrmc3dy2lkxnkxx0gpe3ur06:6836677;1CNmmtWi5gYmj9r4v91SrDgEVLNq5RxKrm:7788015;1GC4rdCYP1ixcrTvwec9a5UTPcFY1MgcvM:9525293;bc1q65uehvzs4adntw95mrvfgkqxv8nj0ycklp5kw5:10415273;bc1qzp2rg0m8g28m9w5qc3jrx9xlg3qksccaqlrwke:13392850;bc1qav9rtlkpahxpdkcnv6ul5v0f4plysu26a6wlt5:14806362;18AodViVkHDyB4fso3446KCgFLbhCjDrpM:16466895;bc1qcct44ytu2d3uxz023uuyq4taq6x0ew758566wu:18102515;bc1qdv5zs0gc8hh2re35dzfh296k2f0etrthxrnp6m:19499494;bc1qzjdvzwh82lan3yyalq7294pg4xqkfnefuja6nv7fns20hffdypcsar97h5:24427628;bc1qcr628tapecndp7tc8n03a4jhmjxtlg3vpfhaat:29430512;bc1qfeet6le55jnqmcds4sn798lnw4jvlwcegpg9n9:30095756;18K6taQQ8jtHFFGAVNzUoZcWss5G4FXXxo:30693315;bc1q406gj5ws0t59cgmav7gjze6c592jrfe9fz9ldh:34799865;4104ffd03de44a6e11b9917f3a29f9443283d9871c9d743ef30d5eddcd37094b64d1b3d8090496b53256786bf5c82932ec23c3b74d9f05a6f95a8b5529352656664bac:20;6a28d3f4dd61640fb35517bf3ea51a3b10c522646568d722b0fc567f8ea78a26905400000000d02b0800:0,01000000010000000000000000000000000000000000000000000000000000000000000000ffffffff3c03a0870d2cfabe6d6dce7eac941593c9688254aebb32a2bab20523348a4af235ad31e270b3762617c420000000000000007032702d7370622e78797affffffff230000000000000000266a24aa21a9eda4848cbf87bb06384b5d24c37d4d6935921dd2c2e6f445223652f72ce3f7b1046905000000000000160014fd4a5890fcd192b9851df54190944fd3ed88a874ea58010000000000160014fa4bf61d31001d824eb00343fc0ba3d67f02a54c00c8010000000000160014493b4634055ee318e77cad8e4841c9b9eb6cb2a2ee7d0200000000001976a91436c73df18d3a650afa49a744f49e3e8f1a70113088ac1a730500000000001976a91447448ddaea00af9d51d0adda729dac576aa3acb488ac04dd0b0000000000160014cb5815cf4a801f3a3cbbb01eb600550482b80c9c0d390f00000000001600142d8a17f2accb59d9eb8192e0d0c9c9231bf1525981201700000000001976a914677588834c52f0d902196932a441dafa7b2ffd1e88ac798d2300000000001976a9144b47db378a264b56b3ce0b9b4a16dc1392c0662a88acdc6a2400000000001976a9142672f7bef427305eeff5940d57cd059d23f4710488acc4862900000000001976a91457118e429ec8bc129f6d6ec900102fae0de2367488ac81b5390000000000160014b2329c4e418ad0692dd888f633b673a390a99f29e0253c000000000016001457ed73f42b4671d6f7e5cc690c2e7fddc266d86a73273f0000000000160014e9f1b5e5dd974355b75cdce9c4446c2c00d602771b164e0000000000160014068ccb88981943d7f1d5abe589b74255fdeefff92fb655000000000017a914497e797d9147fb95694beaf83f21fdc64efbcc968713315e0000000000160014c2ee280376a2e86f1f5bbf1f6b16dd81ecc6189dfe78640000000000160014149b8f49af150d581f3c801be012bd386508e322c55168000000000016001485aa6a307ac5c67d6663de22d22bf634ec633d01efd57600000000001976a9147cc77e84fa59220e968e0c476179bf261124e42d88ac2d589100000000001976a914a6a1ae4a2d82b0e795ab838b6b77c770a322088788aca9ec9e0000000000160014d5399bb050af5b35b8b4d8d894580661e7279316d25bcc00000000001600141054343f67428fb2ba80c4643314df444168631d5aede10000000000160014eb0a35fec1edcc16db1366b9fa31e9a87e48715acf43fb00000000001976a9144ea38c5ac47d5ff215ff370b6677d8d91b0d965a88acf338140100000000160014c6175a917c5363c309ea8f3840557d068cfcbbd4e6892901000000001600146b28283d183deea1e6346893751756525f958d776cbc740100000000220020149ac13ae757fb38909df83ca2d428a98164cf29e4bba9b3c99c14fba52d2071f012c10100000000160014c0f4a3afa1ce26d0f9783cdf1ed657dc8cbfa22c8c39cb01000000001600144e72bd7f34a4a60de1b0ac27e29ff37564cfbb19c357d401000000001976a914503548aced24f0d1bb3fdef64dad92a83c69f68488acf900130200000000160014abf48951d07ae85c237d6791216758a15521a7251400000000000000434104ffd03de44a6e11b9917f3a29f9443283d9871c9d743ef30d5eddcd37094b64d1b3d8090496b53256786bf5c82932ec23c3b74d9f05a6f95a8b5529352656664bac00000000000000002a6a28d3f4dd61640fb35517bf3ea51a3b10c522646568d722b0fc567f8ea78a26905400000000d02b080000000000,canonical,,,,,
