chain,source_kind,source_path,source_row_number,artifact_scope,provenance,child_height,child_block_hash,child_header_hex,child_block_time,child_nbits,btc_height,btc_header_hash,btc_prev_hash,btc_time,btc_bits,btc_nonce,btc_header_hex,coinbase_scriptsig_hex,coinbase_outputs,full_coinbase_hex,classification,validation_status,expected_nbits,rejection_reason,btc_stale_relevance,relevance_reason
xaya,canonical_blocks,<chain-archive>/xaya/classified/xaya_canonical_blocks.csv,2,canonical_blocks,archive,901,532e410b32f1c9e6ed8ce17afe58e9b0aa408d958481e8ffcb6eefc9aa40679d,000000200be7db54889f2337cf271bd07daa17c7eff35a2be4bfb4e6685dfc945c46eb35b81309b4d3bf3859ea4c77f0178c96ec1d6ff4e876502bf880b967c6eb54d9359ae7485b0000000000000000,1531504538,1830fe39,531784,00000000000000000033ee726f0e7d55a5c2cc7e4aead173e925130c68977595,0000000000000000000bfa8b572d82226aba113c9f8d11ba66cf9d67c7dc13bb,1531504550,17347a28,198425139,00000020bb13dcc7679dcf66ba118d9f3c11ba6a22822d578bfa0b00000000000000000080ab0096e91607696b7778cbdf841361e2fea34c2c5fad75c9564ec7fdcbcd46a6e7485b287a341733bad30b,03481d082cfabe6d6da9060459b25eeb28e2135e5c0d72f923780e4099fb84db497beac1ee02d5a13208000000f09f909f00124d696e6564206279206d616b73696d31333600000000000000000000000000000000000000000000000000000000000000,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY;6a24aa21a9eda4428e90500ae8fbd9a6d118c2993eeff242b25e4d0f7ae2c77388b0e09744c8080000000000000000;6a4c2952534b424c4f434b3a3c2fef45b32bf6daefa12f421420c504acf9a278149f36085b0cf9f2b5744f15,,canonical,,,,,
